Subject,Course,Course Code,Points,Level,College
Business and administration,International Business,AC120,209,8,American College
Humanities (except languages),Liberal Arts,AC137,252,8,American College
Arts,"First Year Art & Design (Common Entry,portfolio)",AD101,0,8,National College of Art and Design
Arts,Graphic Design and Moving Image Design (portfolio),AD102,0,8,National College of Art and Design
Arts,Textile & Surface Design and Jewellery & Objects (portfolio),AD103,0,8,National College of Art and Design
Education,"Education & Design or Fine Art (Second Level Teaching,portfolio))",AD202,0,8,National College of Art and Design
Arts,Fine Art (portfolio),AD204,0,8,National College of Art and Design
Arts,Fashion Design (portfolio),AD211,0,8,National College of Art and Design
Arts,Product Design (portfolio),AD212,0,8,National College of Art and Design
Arts,Visual Culture,AD215,377,8,National College of Art and Design
Arts,Illustration (portfolio),AD217,0,8,National College of Art and Design
Information and Communication Technologies (ICTs),Interaction Design (portfolio),AD222,0,8,National College of Art and Design
Information and Communication Technologies (ICTs),Software Design,AL600,104,6,Athlone Institute of Technology
Engineering and engineering trades,Computer Engineering,AL601,219,6,Athlone Institute of Technology
Engineering and engineering trades,Mechanical Engineering,AL602,260,6,Athlone Institute of Technology
Architecture and construction,Civil Engineering,AL604,244,6,Athlone Institute of Technology
Engineering and engineering trades,Music and Instrument Technology,AL605,306,6,Athlone Institute of Technology
Health,Pharmacy Technician,AL630,379,6,Athlone Institute of Technology
Health,Dental Nursing,AL631,388,6,Athlone Institute of Technology
Biological and related sciences,Applied Science,AL632,434,6,Athlone Institute of Technology
Business and administration,Business,AL650,207,6,Athlone Institute of Technology
Personal services,Culinary Arts,AL660,270,6,Athlone Institute of Technology
Personal services,Bar Supervision,AL661,241,6,Athlone Institute of Technology
Personal services,Business (Sport and Recreation),AL663,262,6,Athlone Institute of Technology
Information and Communication Technologies (ICTs),Computer Engineering with Network Infrastructure,AL701,216,7,Athlone Institute of Technology
Information and Communication Technologies (ICTs),Software Design with Artificial Intelligence for Cloud Computing,AL702,214,7,Athlone Institute of Technology
Information and Communication Technologies (ICTs),Software Design with Virtual Reality and Gaming,AL703,216,7,Athlone Institute of Technology
Information and Communication Technologies (ICTs),Computer Engineering,AL704,204,7,Athlone Institute of Technology
Information and Communication Technologies (ICTs),Software Design with Mobile Apps and Connected Devices,AL705,216,7,Athlone Institute of Technology
Engineering and engineering trades,Mechanical Engineering,AL710,223,7,Athlone Institute of Technology
Engineering and engineering trades,Mechanical Engineering and Renewable Energy,AL711,228,7,Athlone Institute of Technology
Engineering and engineering trades,Automation and Robotics,AL712,252,7,Athlone Institute of Technology
Engineering and engineering trades,Engineering (Common Entry to Mechanical/Renewable/Mechatronic Eng),AL713,218,7,Athlone Institute of Technology
Engineering and engineering trades,Music and Sound Engineering,AL718,214,7,Athlone Institute of Technology
Architecture and construction,Civil Engineering,AL721,233,7,Athlone Institute of Technology
Biological and related sciences,Biotechnology,AL730,250,7,Athlone Institute of Technology
Veterinary,Veterinary Nursing,AL731,400,7,Athlone Institute of Technology
Physical sciences,Pharmaceutical Sciences (Drug Development and Analysis),AL734,244,7,Athlone Institute of Technology
Personal services,Exercise and Health Science,AL740,250,7,Athlone Institute of Technology
Business and administration,Digital Marketing,AL751,241,7,Athlone Institute of Technology
Business and administration,Business,AL752,225,7,Athlone Institute of Technology
Personal services,Hotel and Leisure Management,AL761,208,7,Athlone Institute of Technology
Arts,Graphic Design (portfolio),AL763,781,7,Athlone Institute of Technology
Welfare,Early Years Care and Education,AL764,260,7,Athlone Institute of Technology
Welfare,Applied Social Studies in Social Care,AL765,280,7,Athlone Institute of Technology
Information and Communication Technologies (ICTs),Software Design with Virtual Reality and Gaming,AL801,303,8,Athlone Institute of Technology
Information and Communication Technologies (ICTs),Software Design with Artificial Intelligence for Cloud Computing,AL802,332,8,Athlone Institute of Technology
Information and Communication Technologies (ICTs),Software Design with Mobile Apps and Connected Devices,AL803,337,8,Athlone Institute of Technology
Information and Communication Technologies (ICTs),Computer Engineering with Network Infrastructure,AL805,333,8,Athlone Institute of Technology
Architecture and construction,Quantity Surveying,AL810,319,8,Athlone Institute of Technology
Architecture and construction,Civil Engineering,AL811,320,8,Athlone Institute of Technology
Manufacturing and processing,Mechanical and Polymer Engineering,AL820,308,8,Athlone Institute of Technology
Health,General Nursing,AL830,442,8,Athlone Institute of Technology
Health,Psychiatric Nursing,AL832,387,8,Athlone Institute of Technology
Health,Nutrition and Health Science,AL836,334,8,Athlone Institute of Technology
Personal services,Sports Science with Exercise Physiology,AL837,351,8,Athlone Institute of Technology
Biological and related sciences,Biotechnology,AL838,307,8,Athlone Institute of Technology
Biological and related sciences,Microbiology,AL839,325,8,Athlone Institute of Technology
Physical sciences,Pharmaceutical Sciences,AL840,347,8,Athlone Institute of Technology
Health,Athletic and Rehabilitation Therapy,AL841,430,8,Athlone Institute of Technology
Biological and related sciences,Bioveterinary Science,AL842,313,8,Athlone Institute of Technology
Health,Physical Activity and Health Science,AL843,306,8,Athlone Institute of Technology
Business and administration,Business,AL850,309,8,Athlone Institute of Technology
Law,Business and Law,AL851,295,8,Athlone Institute of Technology
Business and administration,Accounting,AL852,309,8,Athlone Institute of Technology
Personal services,Sport Management (with international placement),AL854,302,8,Athlone Institute of Technology
Personal services,Hospitality Management (with international placement),AL855,308,8,Athlone Institute of Technology
Business and administration,Digital Marketing,AL857,304,8,Athlone Institute of Technology
Welfare,Social Care Practice,AL860,300,8,Athlone Institute of Technology
Arts,Animation and Illustration (portfolio),AL861,578,8,Athlone Institute of Technology
Arts,Graphic and Digital Design (portfolio),AL863,781,8,Athlone Institute of Technology
Welfare,Early Years Care and Education,AL864,307,8,Athlone Institute of Technology
Social and behavioural sciences,Applied Psychology,AL870,418,8,Athlone Institute of Technology
Education,"Education, Home Economics and Biology - with concurrent Teacher Ed",AS001,510,8,St. Angela`s College
Education,"Education, Home Economics and Religious Ed - with concurrent Teacher Ed",AS002,441,8,St. Angela`s College
Education,"Education, Home Economics and Irish - with concurrent Teacher Ed",AS003,440,8,St. Angela`s College
Business and administration,"Nutrition, Food and Business Management",AS051,328,8,St. Angela`s College
Biological and related sciences,Home Economics,AS054,408,8,St. Angela`s College
Health,General Nursing,AS110,419,8,St. Angela`s College
Health,Intellectual Disability Nursing,AS130,336,8,St. Angela`s College
Welfare,Counselling Skills and Psychotherapy Studies,CI001,300,7,Irish College of Humanities & Applied Sciences
Welfare,Counselling Skills and Addiction Studies,CI002,309,7,Irish College of Humanities & Applied Sciences
Welfare,Counselling Skills and Youth Studies,CI005,306,7,Irish College of Humanities & Applied Sciences
Welfare,Counselling and Psychotherapy,CI110,310,8,Irish College of Humanities & Applied Sciences
Welfare,Counselling and Addiction Studies,CI111,301,8,Irish College of Humanities & Applied Sciences
Welfare,Counselling and Youth Studies,CI112,311,8,Irish College of Humanities & Applied Sciences
Arts,Arts - 3 years,CK101,300,8,University College Cork (NUI)
Social and behavioural sciences,Social Science,CK102,412,8,University College Cork (NUI)
Arts,Arts with Music - 3 or 4 years (BMus or Chinese/European/Int`l Pathway),CK104,302,8,University College Cork (NUI)
Arts,Film and Screen Media - 3 years or 4 years (International Pathway),CK105,368,8,University College Cork (NUI)
Humanities (except languages),Geographical and Archaeological Sciences - 3 or 4 years (Int`l Pathway),CK107,328,8,University College Cork (NUI)
Languages,Arts International - 4 years,CK108,401,8,University College Cork (NUI)
Languages,English - 3 years or 4 years (International Pathway),CK109,318,8,University College Cork (NUI)
Languages,World Languages,CK110,452,8,University College Cork (NUI)
Welfare,Early Years and Childhood Studies,CK111,419,8,University College Cork (NUI)
Arts,Theatre and Performative Practices - 3 or 4 years (Int`l Pathway),CK112,330,8,University College Cork (NUI)
Social and behavioural sciences,Criminology - 3 years or 4 years (International Pathway),CK113,423,8,University College Cork (NUI)
Welfare,Social Science (Youth and Community Work) - 3 years,CK114,777,8,University College Cork (NUI)
Welfare,Social Work - Mature Applicants only,CK115,999,8,University College Cork (NUI)
Arts,Digital Humanities and IT - 3 or 4 years (Work Exper. or Int`l Pathway),CK118,336,8,University College Cork (NUI)
Social and behavioural sciences,Applied Psychology,CK120,533,8,University College Cork (NUI)
Social and behavioural sciences,Psychology and Computing - 3 or 4 years (Work Experience Pathway),CK121,466,8,University College Cork (NUI)
Social and behavioural sciences,Government and Political Science,CK122,337,8,University College Cork (NUI)
Humanities (except languages),Anthropology,CK123,308,8,University College Cork (NUI)
Education,Education - Gaeilge,CK124,463,8,University College Cork (NUI)
Education,Sports Studies and Physical Education,CK125,510,8,University College Cork (NUI)
Business and administration,Commerce,CK201,477,8,University College Cork (NUI)
Business and administration,Accounting,CK202,509,8,University College Cork (NUI)
Information and Communication Technologies (ICTs),Business Information Systems,CK203,430,8,University College Cork (NUI)
Business and administration,Finance,CK204,556,8,University College Cork (NUI)
Business and administration,Commerce (International) with French,CK205,445,8,University College Cork (NUI)
Business and administration,Commerce (International) with German,CK206,420,8,University College Cork (NUI)
Business and administration,Commerce (International) with Italian,CK207,388,8,University College Cork (NUI)
Business and administration,Commerce (International) with Hispanic Studies,CK208,402,8,University College Cork (NUI)
Business and administration,Commerce (International) with Irish,CK209,484,8,University College Cork (NUI)
Business and administration,Commerce (International) with Chinese Studies,CK211,397,8,University College Cork (NUI)
Social and behavioural sciences,Economics (through Transformational Learning) 3 or 4 years Int`l Pathway,CK212,444,8,University College Cork (NUI)
Business and administration,Food Marketing and Entrepreneurship,CK213,462,8,University College Cork (NUI)
Social and behavioural sciences,International Development,CK214,346,8,University College Cork (NUI)
Law,Law (Pathways) -  3 or 4 years,CK301,507,8,University College Cork (NUI)
Law,Law and French,CK302,542,8,University College Cork (NUI)
Law,Law and Irish,CK304,540,8,University College Cork (NUI)
Law,Law and Business,CK307,556,8,University College Cork (NUI)
Information and Communication Technologies (ICTs),Computer Science,CK401,468,8,University College Cork (NUI)
Biological and related sciences,Biological and Chemical Sciences,CK402,510,8,University College Cork (NUI)
Biological and related sciences,"Biological, Earth and Environmental Sciences",CK404,467,8,University College Cork (NUI)
Biological and related sciences,Genetics,CK405,487,8,University College Cork (NUI)
Physical sciences,Chemical Sciences,CK406,485,8,University College Cork (NUI)
Mathematics and statistics,Mathematical Sciences,CK407,566,8,University College Cork (NUI)
Physical sciences,Physics and Astrophysics,CK408,554,8,University College Cork (NUI)
Physical sciences,Industrial Physics - Offered jointly by UCC and CIT,CK409,432,8,University College Cork (NUI)
Information and Communication Technologies (ICTs),Data Science and Analytics,CK411,510,8,University College Cork (NUI)
Agriculture,Agricultural Science,CK412,496,8,University College Cork (NUI)
Biological and related sciences,Nutritional Sciences,CK504,518,8,University College Cork (NUI)
Manufacturing and processing,Food Science,CK505,441,8,University College Cork (NUI)
Engineering and engineering trades,Engineering,CK600,487,8,University College Cork (NUI)
Architecture and construction,Architecture - Offered jointly by UCC and CIT,CK606,484,8,University College Cork (NUI)
Health,Medicine (Undergraduate Entry - HPAT required),CK701,731,8,University College Cork (NUI)
Health,Dentistry,CK702,613,8,University College Cork (NUI)
Health,Pharmacy,CK703,590,8,University College Cork (NUI)
Health,Occupational Therapy,CK704,566,8,University College Cork (NUI)
Health,Speech and Language Therapy,CK705,520,8,University College Cork (NUI)
Health,Public Health Sciences,CK706,454,8,University College Cork (NUI)
Health,Medical and Health Sciences,CK707,542,8,University College Cork (NUI)
Health,General Nursing,CK710,454,8,University College Cork (NUI)
Health,Children`s and General Nursing (Integrated),CK712,533,8,University College Cork (NUI)
Health,Mental Health Nursing,CK720,423,8,University College Cork (NUI)
Health,Intellectual Disability Nursing,CK730,419,8,University College Cork (NUI)
Health,Midwifery,CK740,484,8,University College Cork (NUI)
Health,Medicine  - Graduate Entry (GAMSAT required),CK791,57,8,University College Cork (NUI)
Education,Education - Primary Teaching,CM001,484,8,Marino Institute of Education
Education,Education - Primary Teaching - Gaeltacht Applicants,CM002,0,8,Marino Institute of Education
Education,Oideachas - Bunmhúinteoireacht Trí Mheán na Gaeilge – Gaeltacht,CM003,528,8,Marino Institute of Education
Education,Oideachas - Bunmhúinteoireacht Trí Mheán na Gaeilge – Gaeltacht,CM004,494,8,Marino Institute of Education
Education,Education Studies,CM010,319,8,Marino Institute of Education
Education,Early Childhood Education,CM020,327,8,Marino Institute of Education
Physical sciences,Applied Physics and Instrumentation,CR001,250,7,Cork Institute of Technology
Biological and related sciences,Applied Biosciences,CR006,361,7,Cork Institute of Technology
Physical sciences,Analytical and Pharmaceutical Chemistry,CR007,240,7,Cork Institute of Technology
Agriculture,Agriculture (Year 1 - 2 days in Clonakilty Agri College & 3 days in CIT),CR010,321,7,Cork Institute of Technology
Information and Communication Technologies (ICTs),Software Development,CR016,307,7,Cork Institute of Technology
Business and administration,Business (Common Entry),CR021,255,7,Cork Institute of Technology
Business and administration,Business Administration,CR022,190,7,Cork Institute of Technology
Welfare,Social Care Work,CR031,346,7,Cork Institute of Technology
Personal services,Recreation and Leisure Management,CR032,298,7,Cork Institute of Technology
Welfare,Community Development,CR035,100,7,Cork Institute of Technology
Personal services,Tourism Management,CR041,216,7,Cork Institute of Technology
Personal services,Hospitality Management,CR042,208,7,Cork Institute of Technology
Transport services,Automotive Technology and Management,CR046,216,7,Cork Institute of Technology
Architecture and construction,Civil Engineering,CR051,248,7,Cork Institute of Technology
Architecture and construction,Construction,CR052,251,7,Cork Institute of Technology
Arts,Interior Architecture,CR053,308,7,Cork Institute of Technology
Engineering and engineering trades,Environmental Engineering,CR055,258,7,Cork Institute of Technology
Engineering and engineering trades,Electronic Engineering,CR061,260,7,Cork Institute of Technology
Engineering and engineering trades,Electrical Engineering,CR062,300,7,Cork Institute of Technology
Engineering and engineering trades,Mechanical Engineering,CR071,261,7,Cork Institute of Technology
Health,Biomedical Engineering,CR075,306,7,Cork Institute of Technology
Architecture and construction,Architectural Technology,CR090,266,7,Cork Institute of Technology
Transport services,Nautical Science at National Maritime College of Ireland,CR094,243,7,Cork Institute of Technology
Engineering and engineering trades,Marine Engineering at National Maritime College of Ireland,CR095,255,7,Cork Institute of Technology
Engineering and engineering trades,Chemical and Biopharmaceutical Engineering,CR105,443,8,Cork Institute of Technology
Information and Communication Technologies (ICTs),Software Development,CR106,411,8,Cork Institute of Technology
Engineering and engineering trades,Mechanical Engineering,CR108,434,8,Cork Institute of Technology
Architecture and construction,Structural Engineering,CR109,394,8,Cork Institute of Technology
Transport services,Automotive Business Management and Technology,CR110,311,8,Cork Institute of Technology
Arts,Creative Digital Media,CR112,361,8,Cork Institute of Technology
Information and Communication Technologies (ICTs),Computer Systems,CR116,332,8,Cork Institute of Technology
Arts,Music at CIT Cork School of Music,CR121,868,8,Cork Institute of Technology
Arts,Popular Music: Electric Bass Guitar at CIT Cork School of Music,CR125,1088,8,Cork Institute of Technology
Arts,Popular Music: Drums at CIT Cork School of Music,CR126,801,8,Cork Institute of Technology
Arts,Popular Music: Electric Guitar at CIT Cork School of Music,CR127,838,8,Cork Institute of Technology
Arts,Popular Music: Keyboards at CIT Cork School of Music,CR128,840,8,Cork Institute of Technology
Arts,Popular Music: Voice at CIT Cork School of Music,CR129,841,8,Cork Institute of Technology
Arts,Musical Theatre at CIT Cork School of Music,CR130,548,8,Cork Institute of Technology
Business and administration,Business Information Systems,CR150,335,8,Cork Institute of Technology
Arts,"Contemporary Applied Art (Ceramics, Glass, Textiles) at CIT Crawford",CR210,0,8,Cork Institute of Technology
Arts,Fine Art at CIT Crawford College of Art and Design,CR220,0,8,Cork Institute of Technology
Arts,Photography with New Media,CR225,0,8,Cork Institute of Technology
Physical sciences,Physical Sciences (Common Entry),CR300,282,7,Cork Institute of Technology
Physical sciences,Physical Sciences (Common Entry),CR305,282,8,Cork Institute of Technology
Information and Communication Technologies (ICTs),IT Management,CR310,297,8,Cork Institute of Technology
Biological and related sciences,Biomedical Science - Offered jointly by CIT and UCC,CR320,565,8,Cork Institute of Technology
Biological and related sciences,Pharmaceutical Biotechnology,CR325,398,8,Cork Institute of Technology
Health,Nutrition and Health Science,CR333,402,8,Cork Institute of Technology
Biological and related sciences,Biological Sciences (Common Entry),CR335,420,8,Cork Institute of Technology
Physical sciences,Analytical Chemistry with Quality Assurance,CR340,251,8,Cork Institute of Technology
Physical sciences,Instrument Engineering,CR360,261,8,Cork Institute of Technology
Environment,Environmental Science and Sustainable Technology,CR365,253,8,Cork Institute of Technology
"Interdisciplinary programmes and qualifications involving agriculture, forestry and veterinary",Agri-Biosciences,CR370,397,8,Cork Institute of Technology
Business and administration,Accounting,CR400,316,8,Cork Institute of Technology
Business and administration,Marketing,CR420,285,8,Cork Institute of Technology
Business and administration,International Business with Language,CR425,298,8,Cork Institute of Technology
Personal services,Sport and Exercise Management,CR430,322,8,Cork Institute of Technology
Education,Montessori Education,CR440,288,8,Cork Institute of Technology
Engineering and engineering trades,Engineering (Common Entry),CR500,411,8,Cork Institute of Technology
Environment,Sustainable Energy Engineering,CR510,320,8,Cork Institute of Technology
Health,Biomedical Engineering,CR520,444,8,Cork Institute of Technology
Architecture and construction,Architectural Technology,CR560,308,8,Cork Institute of Technology
Architecture and construction,Interior Architecture,CR565,359,8,Cork Institute of Technology
Architecture and construction,Quantity Surveying,CR570,336,8,Cork Institute of Technology
Architecture and construction,Construction Management,CR572,269,8,Cork Institute of Technology
Engineering and engineering trades,Electrical Engineering,CR580,318,8,Cork Institute of Technology
Engineering and engineering trades,Electronic Engineering,CR590,303,8,Cork Institute of Technology
Arts,Visual Communications,CR600,0,8,Cork Institute of Technology
Welfare,Early Childhood Education and Care,CR620,365,7,Cork Institute of Technology
Personal services,Culinary Arts,CR640,244,7,Cork Institute of Technology
Personal services,Beverage Industry Management,CR650,209,7,Cork Institute of Technology
Personal services,Culinary Studies,CR655,189,6,Cork Institute of Technology
Personal services,Hospitality Studies,CR657,180,6,Cork Institute of Technology
Personal services,Tourism Management,CR660,252,8,Cork Institute of Technology
Arts,Theatre and Drama Studies at CIT Cork School of Music,CR700,740,8,Cork Institute of Technology
Engineering and engineering trades,Marine Electrotechnology at National Maritime College of Ireland,CR805,235,7,Cork Institute of Technology
Information and Communication Technologies (ICTs),Information Technology,CR888,290,7,Cork Institute of Technology
Information and Communication Technologies (ICTs),Computing in Information Technology,CT110,210,6,CCT College Dublin
Information and Communication Technologies (ICTs),Information Technology,CT116,219,7,CCT College Dublin
Information and Communication Technologies (ICTs),Information Technology,CT125,220,8,CCT College Dublin
Business and administration,Business,CT325,338,8,CCT College Dublin
Business and administration,Business,CW006,254,6,"Institute of Technology, Carlow"
Business and administration,Business (options),CW018,298,8,"Institute of Technology, Carlow"
Agriculture,Sustainable Farm Management and Agribusiness,CW027,266,7,"Institute of Technology, Carlow"
Welfare,Early Childhood Education and Care,CW028,252,8,"Institute of Technology, Carlow"
Business and administration,Business (options),CW037,195,7,"Institute of Technology, Carlow"
Arts,Art (portfolio),CW038,700,8,"Institute of Technology, Carlow"
Arts,Visual Communications and Design,CW047,214,7,"Institute of Technology, Carlow"
Arts,Art (portfolio),CW057,700,7,"Institute of Technology, Carlow"
Personal services,Tourism and Event Management,CW058,298,8,"Institute of Technology, Carlow"
Welfare,Applied Social Studies in Professional Social Care,CW068,245,8,"Institute of Technology, Carlow"
Personal services,Tourism and Event Management,CW077,217,7,"Institute of Technology, Carlow"
Agriculture,Sustainable Farm Management and Agribusiness,CW078,269,8,"Institute of Technology, Carlow"
Arts,Visual Communications and Design,CW088,274,8,"Institute of Technology, Carlow"
Health,Physiology and Health Science,CW106,451,6,"Institute of Technology, Carlow"
Environment,Analytical Science,CW107,277,7,"Institute of Technology, Carlow"
Biological and related sciences,Science (options),CW108,261,8,"Institute of Technology, Carlow"
Health,Pharmacy Technician Studies,CW116,250,6,"Institute of Technology, Carlow"
Environment,Biosciences,CW117,205,7,"Institute of Technology, Carlow"
Biological and related sciences,Science - Applied Biology or Applied Chemistry,CW126,191,6,"Institute of Technology, Carlow"
Biological and related sciences,Brewing and Distilling,CW128,263,8,"Institute of Technology, Carlow"
Personal services,Sport and Exercise Science,CW138,423,8,"Institute of Technology, Carlow"
Personal services,Strength and Conditioning,CW148,379,8,"Institute of Technology, Carlow"
Health,Sport Rehabilitation and Athletic Therapy,CW188,451,8,"Institute of Technology, Carlow"
Information and Communication Technologies (ICTs),Computing - Applications or Programming,CW206,235,6,"Institute of Technology, Carlow"
Information and Communication Technologies (ICTs),Software Development,CW207,244,7,"Institute of Technology, Carlow"
Information and Communication Technologies (ICTs),Computer Games Development,CW208,279,8,"Institute of Technology, Carlow"
Information and Communication Technologies (ICTs),Information Technology Management,CW217,234,7,"Institute of Technology, Carlow"
Information and Communication Technologies (ICTs),Cybercrime and IT Security,CW227,233,7,"Institute of Technology, Carlow"
Information and Communication Technologies (ICTs),Computing in Interactive Digital Art and Design,CW237,212,7,"Institute of Technology, Carlow"
Information and Communication Technologies (ICTs),Software Development,CW238,297,8,"Institute of Technology, Carlow"
Information and Communication Technologies (ICTs),Information Technology Management,CW248,285,8,"Institute of Technology, Carlow"
Information and Communication Technologies (ICTs),Cybercrime and IT Security,CW258,293,8,"Institute of Technology, Carlow"
Information and Communication Technologies (ICTs),Computing in Interactive Digital Art and Design,CW268,287,8,"Institute of Technology, Carlow"
Architecture and construction,Architectural Technology,CW407,188,7,"Institute of Technology, Carlow"
Architecture and construction,Construction Management with Building Services,CW417,220,7,"Institute of Technology, Carlow"
Architecture and construction,Civil Engineering,CW427,199,7,"Institute of Technology, Carlow"
Architecture and construction,Construction (options),CW438,272,8,"Institute of Technology, Carlow"
Architecture and construction,Architectural Technology,CW468,262,8,"Institute of Technology, Carlow"
Architecture and construction,Civil Engineering,CW478,433,8,"Institute of Technology, Carlow"
Engineering and engineering trades,Aircraft Systems,CW507,293,7,"Institute of Technology, Carlow"
Engineering and engineering trades,Mechanical Engineering,CW517,276,7,"Institute of Technology, Carlow"
Engineering and engineering trades,Electronic Engineering,CW527,227,7,"Institute of Technology, Carlow"
Arts,TV and Media Production,CW547,301,7,"Institute of Technology, Carlow"
Engineering and engineering trades,Mechanical Engineering,CW548,321,8,"Institute of Technology, Carlow"
Engineering and engineering trades,Electronic Systems,CW558,280,8,"Institute of Technology, Carlow"
Engineering and engineering trades,Aerospace Engineering,CW568,380,8,"Institute of Technology, Carlow"
Arts,TV and Media Production,CW578,325,8,"Institute of Technology, Carlow"
Law,Legal Studies,CW706,163,6,"Institute of Technology, Carlow"
Arts,Industrial Design,CW707,207,7,"Institute of Technology, Carlow"
Law,Law - LLB,CW708,302,8,"Institute of Technology, Carlow"
Welfare,Professional Social Care Practice,CW717,288,7,"Institute of Technology, Carlow"
Arts,Product Design Innovation,CW728,252,8,"Institute of Technology, Carlow"
Welfare,Early Childhood Education and Care,CW748,270,8,"Institute of Technology, Carlow"
Welfare,Professional Social Care Practice,CW758,336,8,"Institute of Technology, Carlow"
Personal services,Sport Coaching and Business Management - GAA (portfolio),CW807,700,7,"Institute of Technology, Carlow"
Business and administration,Media and Public Relations,CW808,251,8,"Institute of Technology, Carlow"
Personal services,Sport Coaching and Business Management - Rugby (portfolio),CW817,700,7,"Institute of Technology, Carlow"
Personal services,Sport Coaching and Business Management - Soccer (portfolio),CW827,700,7,"Institute of Technology, Carlow"
Information and Communication Technologies (ICTs),Digital Marketing with Analytics,CW837,200,7,"Institute of Technology, Carlow"
Information and Communication Technologies (ICTs),Digital Marketing with Analytics,CW848,254,8,"Institute of Technology, Carlow"
Personal services,"Sports Management and Coaching (options, portfolio)",CW858,700,8,"Institute of Technology, Carlow"
Business and administration,Business,CW906,177,6,"Institute of Technology, Carlow"
Business and administration,Business (options),CW908,280,8,"Institute of Technology, Carlow"
Business and administration,Business (options),CW917,224,7,"Institute of Technology, Carlow"
Business and administration,Business with Law,CW926,210,6,"Institute of Technology, Carlow"
Business and administration,Accounting,CW936,231,6,"Institute of Technology, Carlow"
Business and administration,Business with Law,CW938,283,8,"Institute of Technology, Carlow"
Business and administration,Accounting,CW948,300,8,"Institute of Technology, Carlow"
Information and Communication Technologies (ICTs),Computing,DB500,218,8,Dublin Business School
Information and Communication Technologies (ICTs),Computing (Cloud Computing),DB501,227,8,Dublin Business School
Information and Communication Technologies (ICTs),Computing (Data Analytics and Big Data),DB502,341,8,Dublin Business School
Information and Communication Technologies (ICTs),Computing (Software Development),DB503,225,8,Dublin Business School
Information and Communication Technologies (ICTs),Computing (Web and Mobile Technology),DB504,281,8,Dublin Business School
Arts,Audio Production and Music Project Management,DB510,234,8,Dublin Business School
Business and administration,Business Studies,DB512,218,8,Dublin Business School
Business and administration,Business Studies (Law),DB514,252,8,Dublin Business School
Business and administration,Business Studies (Human Resource Management),DB515,244,8,Dublin Business School
Business and administration,Financial Services,DB516,0,8,Dublin Business School
Business and administration,Marketing (Event Management),DB517,238,8,Dublin Business School
Business and administration,Accounting and Finance,DB521,225,8,Dublin Business School
Information and Communication Technologies (ICTs),Business (Information Systems),DB524,342,8,Dublin Business School
Information and Communication Technologies (ICTs),Business (Cloud Computing),DB526,347,8,Dublin Business School
Social and behavioural sciences,Applied Social Care,DB527,234,8,Dublin Business School
Social and behavioural sciences,Applied Social Care,DB528,337,7,Dublin Business School
Business and administration,Marketing,DB531,293,8,Dublin Business School
Arts,Sound Engineering and Music Production,DB534,338,6,Dublin Business School
Social and behavioural sciences,Psychology,DB562,243,8,Dublin Business School
Arts,Arts,DB563,161,6,Dublin Business School
Social and behavioural sciences,Social Science,DB566,220,8,Dublin Business School
Arts,Film and Creative Media,DB567,218,8,Dublin Business School
Law,Law,DB568,219,8,Dublin Business School
Business and administration,Business (Psychology),DB569,252,8,Dublin Business School
Business and administration,Business Studies,DB571,173,7,Dublin Business School
Business and administration,Business in Accounting,DB572,119,7,Dublin Business School
Business and administration,Business in Marketing,DB573,117,7,Dublin Business School
Information and Communication Technologies (ICTs),Business in Information Technology,DB574,136,7,Dublin Business School
Arts,Film and Creative Media,DB576,338,7,Dublin Business School
Education,Education - Early Childhood Education,DC001,440,8,Dublin City University
Education,Education - Primary Teaching,DC002,488,8,Dublin City University
Education,Education - Primary Teaching - Gaeltacht Applicants,DC003,445,8,Dublin City University
Education,Education - Primary Teaching (Church of Ireland Centre formerly CICE),DC004,411,8,Dublin City University
Arts,Arts (Joint Honours) - Humanities,DC009,376,8,Dublin City University
Education,Post Primary Teacher Education - Religious Education and English,DC010,441,8,Dublin City University
Education,Post Primary Teacher Education - Religious Education and History,DC011,412,8,Dublin City University
Education,Post Primary Teacher Education - Religious Education and Music,DC012,378,8,Dublin City University
Education,Post Primary Teacher Ed - Gaeilge with French/German/Spanish,DC013,419,8,Dublin City University
Arts,BA in Jazz and Contemporary Music Performance (audition),DC014,419,8,Dublin City University
Languages,Business Studies International,DC110,465,8,Dublin City University
Business and administration,Business Studies,DC111,488,8,Dublin City University
Business and administration,Global Business (France),DC112,517,8,Dublin City University
Business and administration,Global Business (Germany),DC113,462,8,Dublin City University
Business and administration,Global Business (Spain),DC114,522,8,Dublin City University
Business and administration,Accounting and Finance,DC115,510,8,Dublin City University
Business and administration,Global Business (USA),DC116,579,8,Dublin City University
Engineering and engineering trades,Aviation Management / Aviation Management with Pilot Studies,DC117,476,8,Dublin City University
Business and administration,Gnó agus Gaeilge / Business and Irish,DC118,359,8,Dublin City University
Business and administration,Global Business (Canada),DC119,564,8,Dublin City University
Information and Communication Technologies (ICTs),Enterprise Computing,DC120,357,8,Dublin City University
Information and Communication Technologies (ICTs),Computer Applications,DC121,400,8,Dublin City University
Information and Communication Technologies (ICTs),Data Science,DC123,465,8,Dublin City University
Mathematics and statistics,Actuarial Mathematics,DC126,560,8,Dublin City University
Mathematics and statistics,Common Entry into Actuarial and Financial Mathematics,DC127,532,8,Dublin City University
Humanities (except languages),Communication Studies,DC131,407,8,Dublin City University
Journalism and information,Journalism,DC132,429,8,Dublin City University
Arts,Multimedia,DC133,411,8,Dublin City University
